Case_IDs,BSN-AS1,RHBG,RP11-524L6.4,CDKN2B,CTD-2066L21.3,CTA-212A2.3,MAGI1-IT1,PSMD4,RP3-324O17.8,EIF4E3,SORBS2,CTD-2154B17.3,RP11-708J19.3,GBAP1,CADPS,SNORA72,ERVFRD-3,DAB2,AC112219.1,NUP210L,ERC2-IT1,INTS6P1,APOL2,MTX1,TPMTP2,CDKN2B-AS1,GBE1,CTD-2154B17.1,RNU4-78P,INTS3,PRIMPOL,MYLKP1,RNU6-1309P,RP1-251I12.1,SUCLG2-AS1,RP11-169K17.2,IZUMO3,APOL6,RP11-216N14.7,DNAH12
TCGA-MP-A4T4-10A,0.0003,0.0009,0.0038,0.0013,-0.0018,0.0022,0.0017,-0.009,-0.0001,0.0041,0.0008,-0.0018,0.0003,0.0009,0.0017,0.0054,0.0013,-0.0018,0.0041,0.0009,0.0017,-0.0018,0.0022,0.0009,0.0003,0.0013,0.006,-0.0018,0.0003,0.0009,0.0008,0.0041,-0.009,-0.0018,0.0017,0.0003,0.0013,0.0022,0.0009,0.0017
TCGA-NC-A5HQ-10A,-0.0056,-0.0024,-0.0032,0.0037,0.0064,0.0142,0.0028,0.0561,0.0004,0.0089,0.0053,-0.0182,-0.0056,-0.0024,0.0028,-0.0063,0.0037,0.0064,0.0089,-0.0024,0.0028,0.0064,0.0142,-0.0024,0.2041,0.0037,0.0027,-0.0182,-0.0056,-0.0024,0.0053,0.0089,0.0561,0.0064,0.0028,-0.0038,-0.0176,0.0184,-0.0024,0.0028
TCGA-55-8301-10A,-0.0013,0.0075,0.0029,0.0084,0.0004,0.0054,0.0005,0.0256,0.0032,-0.0018,0.0209,0.004,-0.0013,0.0075,0.0005,0.0095,0.0084,0.0078,-0.0018,0.0075,-0.0013,0.0078,0.0054,0.0075,0.0044,0.0084,0.013,0.004,0.0044,0.0075,0.0209,-0.0018,0.0256,0.0118,0.0005,0.0104,0.0084,0.0054,0.0075,-0.0013
TCGA-50-6673-01A,-0.0957,0.0424,-0.0585,-0.3348,0.0777,0.0908,-0.1003,0.0435,0.0909,-0.102,-0.1402,0.0771,-0.0957,0.0424,-0.1003,0.0487,-0.3348,0.0762,-0.102,0.0424,-0.0957,0.0762,0.0908,0.0424,-0.0957,-0.3348,-0.1038,0.0771,-0.0957,0.0424,-0.1402,-0.102,0.0435,0.0852,-0.1003,-0.0852,-0.3348,0.0908,0.0424,-0.1003
TCGA-66-2757-11A,0.0046,-0.0004,-0.0011,0.011,-0.0011,0.0052,-0.0009,0.0047,0.0007,0.0018,0.0007,0.0013,0.0046,-0.0004,-0.0009,-0.0005,0.011,-0.0011,0.0018,-0.0004,0.0046,-0.0011,0.0052,-0.0004,0.0046,0.011,0.0018,0.0013,0.0046,-0.0004,0.0007,0.0018,0.0047,-0.0011,-0.0009,0.0009,0.011,0.0052,-0.0004,0.0046
TCGA-22-4607-11A,0.0087,0.0123,0.0035,0.0081,0.0039,0.0095,0.007,0.0246,0.0085,0.0092,0.0146,0.0,0.0087,0.0123,0.007,0.0071,0.0081,0.0039,0.0092,0.0123,0.0087,0.0039,0.0095,0.0123,0.0087,0.0081,0.0092,0.0,0.0087,0.0123,0.0146,0.0092,0.0246,0.0,0.007,0.0049,0.0188,0.0095,0.0123,0.0087
TCGA-67-3774-01A,0.0738,0.3873,0.0678,-0.3322,0.0681,0.0596,0.0738,0.3973,0.078,-0.3456,0.0408,0.0681,0.0738,0.3873,0.0738,0.0683,-0.3322,0.0681,-0.3456,0.3873,0.0738,0.0681,0.0596,0.3873,0.0738,-0.3322,0.0718,0.0681,0.0738,0.3873,0.0408,0.0718,0.3973,0.0681,0.0738,0.0739,-0.3322,0.0596,0.3873,0.0738
TCGA-56-7579-01A,-0.4124,0.1503,-0.1386,-0.4271,0.0799,0.1784,-0.4683,0.1443,0.1519,-0.4683,0.4389,0.0481,-0.4124,0.1503,-0.4683,-0.1194,-0.4271,0.022,-0.4683,0.1503,-0.4683,0.022,0.1784,0.1503,-0.4607,-0.4271,-0.4683,0.153,-0.4607,0.1503,0.5237,-0.4683,0.1443,0.1003,-0.4683,-0.4574,-0.4801,0.1784,0.1503,-0.4683
TCGA-85-A4JB-10A,0.0001,0.0003,-0.0015,-0.0035,-0.0015,0.4845,-0.0016,0.0003,0.0048,-0.0004,0.0174,-0.0015,0.0001,0.0003,-0.0016,0.0049,-0.0035,-0.0015,-0.0004,0.0003,-0.0053,-0.0015,0.0295,0.0003,-0.0005,-0.0035,0.0018,-0.0015,-0.0005,0.0003,0.0174,0.1714,0.0003,-0.0015,-0.0016,0.0048,-0.0035,0.0027,0.0003,-0.0053
TCGA-05-4395-01A,-0.0128,0.4177,-0.0111,-0.3593,0.5159,-0.4082,-0.013,0.4296,-0.0215,-0.0156,-0.379,0.5236,-0.0128,0.4177,-0.013,0.2684,-0.3593,0.5133,-0.0156,0.4177,-0.013,0.5133,-0.4082,0.4177,-0.0128,-0.3593,0.0184,0.5236,-0.0128,0.4177,-0.379,-0.0156,0.4296,0.5377,-0.013,-0.3875,-0.3593,-0.4082,0.4177,-0.013
TCGA-67-3774-10A,0.0257,0.0226,0.0296,0.0257,0.0221,0.0067,0.0257,0.0091,0.0239,0.0214,0.0186,0.0221,0.0257,0.0226,0.0257,0.0255,0.0257,0.0221,0.0214,0.0226,0.0257,0.0221,0.0067,0.0226,0.0257,0.0257,0.0214,0.0221,0.0257,0.0226,0.0186,0.0214,0.0091,0.0221,0.0257,0.0173,0.0257,0.0067,0.0226,0.0257
TCGA-55-8507-01A,-0.2734,1.0567,-0.4027,-0.1949,0.3868,-0.1969,-0.2705,0.4022,0.3538,-0.2738,-0.2037,0.1986,-0.2734,1.0567,-0.2734,0.5242,-0.1949,0.3568,-0.2738,0.3901,-0.2734,0.1301,-0.1969,1.0567,-0.2734,-0.1949,-0.2738,0.1986,-0.2734,0.3901,-0.2037,-0.2738,0.4022,0.1986,-0.2705,-0.2734,-0.1931,-0.1969,0.3901,-0.2734
TCGA-85-8350-10A,0.002,-0.0008,0.0053,0.0186,0.0053,0.0049,0.0025,0.0248,0.0079,0.0025,0.0149,0.0085,0.002,-0.0008,0.0025,0.0079,0.0186,0.0053,0.0025,-0.0008,0.002,0.0053,0.0049,-0.0008,0.0064,0.0186,0.0082,0.0085,0.0064,-0.0008,0.0149,0.0025,0.0248,0.0139,0.0025,0.0064,-0.0073,0.0049,-0.0008,0.002
TCGA-66-2744-11A,0.0048,0.0072,0.012,0.0103,0.0079,0.0068,0.0084,0.0204,0.0066,0.0085,0.0121,0.0079,0.0048,0.0072,0.0084,0.0075,0.0103,0.0079,0.0085,0.0072,0.0048,0.0079,0.0068,0.0072,0.0048,0.0103,0.0085,0.0079,0.0048,0.0072,0.0121,0.0085,0.0204,0.0079,0.0084,0.0174,0.0103,0.0068,0.0072,0.0048
TCGA-50-5931-01A,-0.6152,0.7221,0.0485,-0.3188,0.9267,0.578,-0.6152,0.7121,0.2941,-0.6208,-0.1214,0.9328,-0.6152,0.7221,-0.6152,0.188,-0.3188,0.9267,-0.6208,0.7221,-0.6152,0.9267,0.311,0.7221,-0.6152,-0.3188,1.0396,0.9328,-0.6152,0.7221,-0.1399,-0.6208,0.7121,0.9267,-0.6152,-0.6531,-0.3129,0.578,0.7221,-0.6152
TCGA-75-5126-01A,-0.1526,-0.0387,-0.0217,0.1538,0.1471,-0.1369,-0.1468,-0.0358,0.1679,-0.1639,-0.0348,0.1437,-0.1526,-0.0387,-0.153,0.0577,0.1538,0.1471,-0.1535,-0.0387,-0.1526,0.1471,-0.1369,-0.0387,0.0268,0.1538,-0.1535,0.1437,0.0268,-0.0387,-0.0348,-0.1535,-0.0358,0.1437,-0.1468,0.0669,0.1612,-0.1369,-0.0387,-0.1526
TCGA-66-2766-01A,-0.2112,0.0365,-0.4208,-0.3048,0.581,0.3195,-0.1733,0.0801,0.6492,-0.9718,-0.3471,0.543,-0.1802,0.0365,-0.1674,0.1052,-0.3048,0.7682,-0.9718,0.0365,-0.085,0.7682,-0.2151,0.0365,-0.1802,-0.3048,-0.3212,0.543,-0.1802,0.1104,-0.3471,-0.9718,0.0801,0.5836,-0.1733,0.4868,-0.3688,0.3195,0.0365,-0.1674
TCGA-73-7499-10A,-0.0012,-0.0002,0.0008,-0.0025,-0.0056,0.0043,-0.0012,0.0033,0.0035,-0.0012,-0.006,0.002,-0.0012,-0.0002,-0.0012,-0.0048,-0.0025,0.0009,-0.0012,-0.0002,-0.0012,0.0009,0.0043,-0.0002,-0.0012,-0.0025,-0.0072,0.002,-0.0012,-0.0002,-0.006,-0.0012,0.0033,-0.0047,-0.0012,-0.0012,-0.0004,0.0043,-0.0002,-0.0012
TCGA-34-5232-10A,0.02,0.0198,0.0148,0.0142,0.0142,0.009,0.02,0.0137,0.0103,0.02,0.0203,0.0148,0.02,0.0198,0.02,0.019,0.0142,0.0134,0.02,0.0198,0.02,0.0134,0.009,0.0198,0.0155,0.0142,0.02,0.0148,0.0155,0.0198,0.0203,0.02,0.0137,0.0148,0.02,0.0187,0.0141,0.009,0.0198,0.02
TCGA-44-6777-10A,0.0185,0.0157,0.0141,0.0193,0.01,0.0203,0.0185,0.0157,0.0253,0.0185,0.0141,0.0179,0.0185,0.0157,0.0185,0.0157,0.0193,0.01,0.0185,0.0157,0.0185,0.01,0.0203,0.0157,0.0185,0.0193,0.0185,0.0179,0.0185,0.0157,0.0141,0.0185,0.0157,0.0093,0.0185,0.0185,0.0193,0.0203,0.0157,0.0185
TCGA-63-A5MP-01A,-0.1861,0.0491,-0.1818,-0.1785,0.8555,0.0341,-0.1861,0.0627,0.0361,-0.1861,-0.4342,0.3874,-0.1861,0.0491,-0.1861,-0.1601,-0.1785,0.8555,-0.1861,0.0491,-0.1861,0.8555,0.0341,0.0491,-0.1861,-0.1785,-0.1684,0.3874,-0.1861,0.0491,-0.5013,-0.1861,0.0627,0.4319,-0.1861,-0.1861,-0.1785,0.0341,0.0491,-0.1861
TCGA-49-AAR4-11A,0.013,0.0069,0.004,0.0155,0.0084,0.0041,0.0107,0.0138,0.0034,0.0119,0.007,0.0173,0.013,0.0069,0.0107,0.0087,0.0155,0.0084,0.0119,0.0069,0.0107,0.0084,0.0041,0.0069,0.013,0.0155,0.01,0.0173,0.013,0.0069,0.007,0.0119,0.0138,0.0151,0.0107,-0.0069,0.0155,0.0041,0.0069,0.0107
TCGA-NJ-A55A-10A,-0.0038,0.0003,0.0013,-0.0041,0.0013,0.0053,0.0019,-0.0023,0.0036,0.0019,0.0072,0.0083,-0.0038,0.0003,0.0019,0.0028,-0.0041,0.0013,0.0019,0.0003,0.0019,0.0013,0.0053,0.0003,-0.0038,-0.0041,0.0009,0.0083,-0.0038,0.0003,0.0072,0.0019,-0.0023,0.0013,0.0019,0.0046,-0.0041,0.0053,0.0003,0.0019
TCGA-66-2753-11A,0.0137,0.0168,0.0126,0.0046,0.0094,0.024,0.0192,0.0215,0.018,0.0011,0.0748,0.0094,0.0137,0.0168,0.0155,0.0153,0.0046,0.0094,0.0011,0.0168,0.0137,0.0094,0.024,0.0168,0.0137,0.0046,0.0011,0.0094,0.0137,0.0168,0.0748,0.0011,0.0215,0.0094,0.0192,0.0137,0.0046,0.024,0.0168,0.0137
TCGA-55-A494-10A,-0.0015,0.002,-0.0012,0.0025,-0.0016,0.0038,-0.0015,0.002,0.0015,0.0038,-0.0058,-0.0038,-0.0015,0.002,-0.0015,0.0054,0.0025,-0.0016,0.0038,0.002,-0.0015,-0.0016,0.0038,0.002,-0.0015,0.0025,0.0024,-0.2954,-0.0015,0.002,-0.0058,0.0038,0.002,0.0004,-0.0015,-0.0012,0.0025,0.0038,0.002,-0.0015
TCGA-97-7937-10A,0.0112,-0.0039,0.0053,0.0057,0.0055,0.0034,0.0112,0.0067,0.0111,0.0096,0.0093,0.0043,0.0112,-0.0039,0.0112,0.0054,0.0057,0.0055,0.0096,-0.0039,0.0112,0.0055,0.0034,-0.0039,0.0112,0.0057,0.0096,0.0043,0.0112,-0.0039,0.0093,0.0096,0.0067,0.0043,0.0112,0.0112,0.0057,0.0034,-0.0039,0.0112
TCGA-58-8390-10A,0.0043,0.0177,0.0067,0.002,-0.0007,0.0128,0.0043,0.0389,0.0092,0.0043,0.0181,-0.0007,0.0043,0.0177,0.0043,0.0043,0.002,-0.0007,0.0043,0.0177,0.0043,-0.0007,0.0128,0.0177,0.0043,0.002,0.0043,-0.0007,0.0043,0.0177,0.0181,0.0043,0.0389,-0.0007,0.0043,0.0043,0.002,0.0128,0.0177,0.0043
TCGA-86-8279-10A,0.0039,0.0061,0.0055,0.0031,0.008,-0.0052,0.0044,0.0209,0.0004,0.0044,0.0162,0.0076,0.0039,0.0061,0.0065,0.0048,0.0031,0.008,0.0044,0.0061,0.0039,0.008,-0.0052,0.0061,0.0039,0.0031,0.0099,0.0076,0.0039,0.0061,0.0162,0.0044,0.0209,0.0117,0.0044,0.0055,0.0198,-0.0052,0.0061,0.0039
TCGA-55-5899-10A,0.0116,0.0086,0.0059,0.0198,0.0128,0.004,0.0067,0.0168,0.0066,0.0112,0.0259,0.0102,0.0116,0.0086,0.0088,0.0104,0.0198,0.0128,0.0112,0.0086,0.0088,0.0128,0.004,0.0086,0.0075,0.0198,0.0112,0.0102,0.0075,0.0086,0.0259,0.0112,0.0168,0.0152,0.0063,0.0075,0.0198,0.004,0.0086,0.0088
TCGA-44-2655-10A,0.0194,0.0173,0.014,0.0128,0.016,0.0642,0.0215,0.0309,0.0207,0.0215,0.0465,0.0172,0.0194,0.0173,0.0273,0.0177,0.0128,0.016,0.0215,0.0173,0.0117,0.016,0.0642,0.0173,0.0194,0.0128,0.0163,0.0172,0.0194,0.0173,0.0465,0.0215,0.0309,0.0172,0.0215,0.0238,0.0128,0.0642,0.0173,0.0117
TCGA-97-A4M0-10A,-0.0012,0.0036,0.0014,0.0025,0.0018,0.0045,-0.0012,0.0017,0.002,-0.0012,-0.006,-0.0011,-0.0012,0.0036,-0.0012,0.0014,0.0025,0.0018,-0.0012,0.0036,-0.0012,0.0018,0.0045,0.0036,-0.0002,0.0025,-0.0013,-0.0011,-0.0002,0.0036,-0.006,-0.0012,0.0017,-0.0011,-0.0012,-0.0002,0.001,0.0045,0.0036,-0.0012
TCGA-78-7145-01A,0.2073,0.4125,-0.0756,-1.9038,-0.0803,-0.234,0.2073,-0.0543,-0.052,0.2015,-0.0735,0.6364,0.2073,0.4125,0.2073,0.4261,-1.9038,-0.0803,0.2015,0.3129,0.2073,-0.0803,-0.234,0.4125,0.2073,-1.9038,0.2015,0.6364,0.2073,0.3129,-0.0735,0.2015,-0.0543,0.6105,0.2073,0.2073,-1.9038,-0.234,0.3129,0.2073
TCGA-78-7163-01A,-0.1321,-0.1593,0.5161,0.0729,0.5174,-0.7855,-0.1923,0.2593,0.165,-0.1893,-0.1864,0.5057,-0.1321,0.2755,-0.2059,-0.1787,0.0729,0.5174,-0.1893,0.2755,-0.2059,0.5174,-0.7855,0.2755,-0.2165,0.0729,-0.2056,0.5057,-0.2165,0.2755,-0.1889,-0.1893,0.2593,0.5112,-0.1923,-0.1872,0.0729,-0.7855,0.2755,-0.2059
TCGA-44-8120-01A,-0.0404,0.1101,-0.2743,-0.2721,0.1486,-0.2458,-0.0404,0.1029,0.1521,-0.0437,0.0631,0.1489,-0.0404,1.2222,-0.0404,0.092,-0.2721,0.1486,-0.0437,0.1129,-0.0404,0.1486,-0.2458,0.1129,0.0419,-0.2721,-0.0437,0.1489,0.0419,0.1129,0.0631,-0.0437,0.1029,0.1533,-0.0404,0.0362,-0.2721,-0.2799,0.1129,-0.0404
TCGA-43-A56V-01A,-0.3346,0.2169,-0.3367,-0.3388,0.6067,0.1756,-0.3346,0.2175,0.1867,-0.3346,-0.3549,0.5881,-0.3346,0.2417,-0.3346,0.2154,-0.3388,0.6071,-0.3346,0.2417,-0.3346,0.6071,0.1756,0.2417,-0.3346,-0.3388,-0.4038,0.5881,-0.3346,0.2417,-0.3549,-0.3346,0.2175,0.5934,-0.3346,-0.3346,-0.3388,0.1756,0.2417,-0.3346
TCGA-86-6851-01A,-0.2114,0.3292,-0.1148,-0.7092,0.7076,-0.2697,-0.2226,0.3422,0.1535,-0.2357,-0.2186,0.6604,-0.2114,0.3292,-0.2226,-0.0566,-0.7092,0.9148,-0.2357,0.3292,-0.2226,0.9148,-0.2697,0.3292,-0.2114,-0.7092,-0.2557,0.6604,-0.2114,0.3292,-0.2186,-0.2252,0.3422,0.6604,-0.2226,-0.2016,-0.0921,-0.2697,0.3292,-0.2226
TCGA-NJ-A4YI-01A,0.086,0.8366,0.1551,0.162,0.1608,-0.5348,0.1521,0.8764,0.1045,0.1521,-0.1286,0.1652,0.086,0.8366,0.1521,0.1441,0.162,0.1608,0.1521,0.8366,0.1521,0.1608,-0.5348,0.8366,0.1489,0.162,0.1539,0.1652,0.1489,0.8366,-0.1286,0.1521,0.8764,0.1608,0.1521,0.1072,0.162,-0.5348,0.8366,0.1521
TCGA-55-6543-01A,-0.0604,-0.0635,0.5665,-0.5225,0.5649,-0.0714,-0.0604,-0.0485,0.2781,-0.0604,-0.0703,0.5427,-0.0604,-0.0635,-0.0604,0.2759,-0.5225,0.5649,-0.0604,-0.0635,-0.0604,0.5649,-0.0714,-0.0635,-0.0604,-0.5225,-0.0604,0.5427,-0.0604,-0.0635,-0.0703,-0.0604,-0.0485,0.5649,-0.0604,-0.0604,-0.0616,-0.0714,-0.0635,-0.0604
TCGA-58-8392-10A,0.0062,0.0135,0.0024,0.0128,0.0048,0.0142,0.0062,0.0462,0.0297,0.0062,0.0079,0.0048,0.0062,0.0135,0.0062,0.0067,0.0128,0.0048,0.0062,0.0135,0.0062,0.0048,0.0142,0.0135,0.0062,0.0128,0.0062,0.0048,0.0062,0.0135,0.0079,0.0062,0.0462,0.0048,0.0062,0.0062,0.0128,0.0142,0.0135,0.0062
TCGA-05-5429-01A,0.0204,0.3072,0.0128,-1.9984,0.0237,0.2143,0.0325,0.3127,0.0154,0.0208,0.0445,0.0177,0.0204,0.3072,0.0323,0.4192,-0.1558,0.0237,0.0208,0.3072,0.0204,0.0237,0.2143,0.3072,0.0204,-1.9984,0.0182,0.0177,0.0204,0.3072,0.022,0.0208,0.3127,0.0204,0.0325,0.0204,-2.081,0.2298,0.3072,0.0204
TCGA-22-4604-11A,-0.0013,0.0045,0.0239,0.0075,0.0331,0.0054,-0.0013,0.0225,0.0025,-0.001,0.0127,0.0286,-0.0013,0.0045,-0.0013,0.0069,0.0075,0.0331,-0.001,0.0045,-0.0013,0.0331,0.0054,0.0045,-0.0013,0.0075,0.0048,0.0286,-0.0013,0.0045,0.0127,-0.0079,0.0225,0.0286,-0.0013,0.0054,0.0033,0.0054,0.0045,-0.0013
TCGA-MP-A4SV-10A,-0.0027,0.0033,0.0064,0.0026,0.0,-0.0032,0.004,0.0122,0.0033,0.0065,0.0098,-0.0024,-0.0027,0.0033,-0.0012,0.0037,0.0026,-0.0123,0.0065,0.0033,-0.0027,0.0049,-0.0032,0.0033,0.0089,0.0026,0.0052,-0.0024,0.0089,0.0033,0.0098,0.0052,0.0122,0.0095,0.004,0.0037,0.0097,-0.0032,0.0033,-0.0027
TCGA-56-8309-01A,-0.1703,0.0583,-0.1784,-0.183,0.2406,-0.0629,-0.1885,0.0701,0.0538,-0.1763,0.1166,0.2441,-0.1703,0.0583,-0.1874,0.0487,-0.183,0.2436,-0.1763,0.0583,-0.1827,0.2436,-0.0629,0.0583,-0.1876,-0.183,-0.1763,0.2441,-0.1876,0.0583,0.1166,-0.1763,0.0701,0.2414,-0.1885,-0.1735,-0.1594,-0.0629,0.0583,-0.1827
TCGA-90-A4EE-10B,0.0022,0.0048,0.0077,0.0131,0.0104,0.0103,0.0029,0.0214,0.0055,0.0029,0.014,0.0068,0.0022,0.0048,0.0029,0.006,0.0131,0.0104,0.0029,0.0048,-0.0013,0.0104,0.0103,0.0048,0.0051,0.0131,0.0029,0.0068,0.0051,0.0048,0.014,0.0029,0.0214,0.0104,0.0029,0.0015,0.0131,0.0103,0.0048,-0.0013
TCGA-60-2709-01A,-0.09,0.1158,-0.0887,0.0487,0.2837,0.0533,-0.09,0.1237,0.0536,-0.091,-0.1041,0.0318,-0.09,0.1158,-0.09,0.0289,0.0487,0.1657,-0.091,0.1158,-0.09,0.1657,0.0533,0.1158,-0.09,0.0487,-0.091,0.0318,-0.09,0.1158,-0.1041,-0.091,0.1237,0.5914,-0.09,-0.0903,0.0303,0.0533,0.1158,-0.09
TCGA-44-7672-01A,-0.1133,0.2146,0.0902,-0.0842,0.1846,-0.0372,-0.1287,0.2145,0.1621,-0.1261,-0.0217,0.1808,-0.1133,0.2146,-0.1287,0.1679,-0.0842,0.1846,0.6278,0.2146,-0.1287,0.1846,-0.0372,0.2146,-0.1133,-0.0842,-0.1203,0.1808,-0.1133,0.2146,-0.0217,-0.1203,0.2145,0.191,-0.1287,-0.1133,-0.0842,-0.0372,0.2146,-0.1287
TCGA-05-4395-10A,0.0049,0.0035,0.0074,0.0049,0.0081,0.0027,0.0062,0.0133,0.0016,0.0062,0.02,0.0012,0.0049,0.0035,0.2186,0.0066,0.0049,0.0081,0.0044,0.0035,0.0029,0.0081,0.0027,0.0035,0.0049,0.0049,0.0134,0.0012,0.0049,0.0035,0.02,0.0044,0.0133,0.0101,0.0062,0.0088,0.0146,0.0027,0.0035,0.0029
TCGA-99-8028-10A,-0.0046,0.0011,-0.0003,-0.0114,-0.0048,0.012,-0.0046,0.0213,-0.0045,-0.0046,0.0059,0.0017,-0.0046,0.0011,-0.0046,0.0041,-0.0114,-0.0037,-0.0046,0.0011,-0.0046,-0.0037,0.012,0.0011,-0.0046,-0.0114,-0.0046,0.0017,-0.0046,0.0011,0.0059,-0.0046,0.0213,0.0017,-0.0046,-0.0046,-0.0114,0.012,0.0011,-0.0046
TCGA-49-4487-01A,0.0016,0.419,-0.1306,-0.1235,0.2284,-0.042,-0.1008,0.4139,0.2307,-0.0241,-0.1101,0.2582,0.0016,0.419,-0.1008,-0.0184,-0.1235,0.2396,-0.1287,0.419,0.0016,0.2396,-0.042,0.419,-0.0106,-0.1235,-0.1092,0.2582,-0.0106,0.419,-0.1101,-0.1048,0.4139,0.2399,0.0159,-0.0106,-0.1235,-0.042,0.419,0.0016
TCGA-44-A479-10A,-0.0019,0.002,-0.0012,-0.0013,0.0017,0.0042,-0.0012,0.0058,0.0037,0.0016,0.0023,-0.0002,-0.0019,0.0039,0.0026,-0.0004,-0.0013,0.0017,0.0016,0.0039,-0.0019,0.0017,0.0042,0.0039,-0.0018,-0.0013,0.0016,-0.0002,-0.0018,0.0039,0.0023,0.0016,0.0077,-0.0002,-0.0012,-0.0018,0.0036,0.0042,0.0039,-0.0019
TCGA-90-A59Q-10A,-0.0009,-0.0011,-0.0016,-0.0018,-0.0025,0.0037,-0.0009,0.0008,0.0016,-0.0025,-0.0003,0.0048,-0.0009,-0.0011,-0.0009,-0.0011,-0.0018,-0.0025,-0.0025,-0.0011,-0.0009,-0.0025,0.0037,-0.0011,-0.0009,-0.0018,-0.0004,0.0048,-0.0009,-0.0011,-0.0003,-0.0025,0.0008,-0.0025,-0.0009,-0.0009,-0.0018,0.0037,-0.0011,-0.0009
TCGA-66-2756-11A,0.0093,0.0075,-0.0002,0.0066,0.003,0.0095,0.0129,0.0309,0.006,0.0065,0.0154,0.0015,0.0093,0.0075,0.0034,0.0049,0.0066,0.003,0.0065,0.0075,0.0093,0.003,0.0095,0.0075,0.0093,0.0066,0.0065,0.0015,0.0093,0.0075,0.0154,0.0065,0.0309,0.0015,0.0129,0.0091,0.023,0.0095,0.0075,0.0093
TCGA-73-4677-01A,-0.0509,0.6005,-0.0571,-0.0466,-0.0442,0.1943,-0.0509,0.5701,0.0511,-0.0457,-0.0377,-0.0442,-0.0509,0.6005,-0.0509,0.5535,-0.0466,-0.0442,-0.0457,0.6005,-0.0509,-0.0442,0.1943,0.6005,-0.0509,-0.0466,-0.0449,-0.0442,-0.0509,0.6005,-0.0377,-0.0457,0.5701,-0.0442,-0.0509,-0.0556,-0.0292,0.1943,0.6005,-0.0509
TCGA-52-7812-10A,0.0046,0.0019,0.0055,0.0141,0.0071,0.0131,0.0067,0.02,0.006,0.0067,0.0278,0.0087,0.0046,0.0019,0.0067,0.007,0.0141,0.0102,0.0067,0.0019,0.0046,0.0102,0.0131,0.0019,0.0046,0.0141,0.0044,0.0087,0.0046,0.0019,0.0278,-0.0003,0.02,0.0052,0.0067,0.0046,0.0141,0.0131,0.0019,0.0046
TCGA-77-8143-01A,-0.3565,-0.0044,-0.3564,-0.3474,0.6567,0.6094,-0.3565,0.0122,0.2389,-0.3695,-0.0263,0.6254,-0.3565,-0.0044,-0.3565,0.2653,-0.3474,0.2667,-0.3695,-0.0044,-0.3565,0.2667,0.6094,-0.0044,-0.3565,-0.3474,0.2283,0.6254,-0.3565,-0.0044,-0.0263,0.2445,0.0122,0.6254,-0.3565,-0.3565,-0.3564,0.6094,-0.0044,-0.3565
TCGA-55-6975-11A,0.0094,0.0015,0.0052,0.0104,0.007,-0.0006,0.0014,0.0049,0.0054,0.0016,0.0177,0.0039,0.0097,0.0015,0.0094,0.0011,0.0104,0.0007,0.0016,0.0015,0.0094,0.0007,-0.0006,0.0015,0.0097,0.0104,0.0016,0.0039,0.0097,0.0015,0.0177,0.0016,0.0049,0.0079,0.0014,0.0097,0.0104,-0.0006,0.0015,0.0094
TCGA-56-A5DR-01A,-0.3181,0.1367,-0.3263,-0.0941,1.1051,0.1331,-0.336,0.157,0.1183,-0.35,-0.3519,0.9094,-0.3181,0.1367,-0.336,0.4439,-0.0941,1.1051,-0.35,0.1367,-0.3077,1.1051,0.1331,0.1367,-0.3181,-0.0941,-0.35,0.9094,-0.3181,0.1367,-0.3519,-0.35,0.157,1.3218,-0.336,0.143,-0.1013,0.1331,0.1367,-0.3077
TCGA-85-8287-10A,0.0065,0.005,0.0037,0.011,0.0076,0.0066,0.0055,0.0168,0.0032,0.0055,0.0137,0.0094,0.0065,0.005,0.0088,0.012,0.011,0.0045,0.0055,0.005,0.0065,0.0045,0.0066,0.005,0.0048,0.011,0.0055,0.0094,0.0048,0.005,0.0137,0.0055,0.0168,0.0094,0.0055,0.0048,0.011,0.0066,0.005,0.0065
TCGA-37-3789-01A,-0.4883,0.0523,-0.2666,-0.4596,0.0406,0.0828,-0.4871,0.0674,0.0725,-0.4851,-0.4829,-0.504,-0.4883,0.0523,0.0572,0.0528,-0.4596,0.0406,-0.4851,0.0523,-0.4883,0.0406,0.0828,0.0523,-0.4777,-0.4596,-0.4851,-0.504,-0.4777,0.0523,-0.4829,-0.4851,0.0674,0.0958,-0.4871,-0.437,-0.4596,0.0828,0.0523,-0.4883
TCGA-43-A56U-10A,-0.0053,-0.0004,-0.0019,-0.001,0.0018,0.0196,-0.0053,0.0068,0.0101,-0.0029,-0.015,-0.0058,-0.0053,-0.0004,-0.0053,-0.0045,-0.001,-0.0078,-0.0029,-0.0004,-0.0053,-0.0078,0.0196,-0.0004,-0.0053,-0.001,-0.0156,-0.0058,-0.0053,-0.0004,-0.015,-0.0029,0.0068,-0.0058,-0.0053,-0.0053,-0.001,0.0196,-0.0004,-0.0053
TCGA-51-4080-10A,0.0085,0.0098,-0.0014,0.0075,0.0067,0.0195,0.0085,0.0426,0.0088,0.0085,0.0088,0.012,0.0085,0.0098,0.0085,0.0024,0.0075,0.0067,0.0085,0.0098,0.0085,0.0067,0.0086,0.0098,0.0085,0.0075,0.0085,0.012,0.0085,0.0098,0.0088,0.0085,0.0426,0.012,0.0085,0.0094,0.0151,0.0195,0.0098,0.0085
