Case_IDs,RNU7-136P,RP11-795A2.2,CCDC39,LINC00969,ARHGEF26,CPN2,CLDN11,IQCJ-SCHIP1,SERPINI1,AADACL2-AS1,ATP13A4,TP63,SOX2-OT,PTX3,C3orf33,UTS2B,RP11-496B10.3,DNAJB11,AGTR1,FRG2FP,PLD1,DHX36,RSRC1,MCCC1,VEZF1P1,RP11-368I23.2,TPRG1,MED12L,AC024560.3,RP11-513G11.3,NLGN1,TM4SF18,PARL,MUC20,TERC,B3GALNT1,RP11-362A9.3,MCF2L2,RP11-197K6.1,RP11-501O2.5
TCGA-55-8301-10A,0.0069,0.0127,0.0127,0.0127,0.0069,0.0127,0.0055,0.0069,0.0213,0.0069,0.0127,0.0127,0.0127,0.0069,0.0069,0.0127,0.0127,0.0127,0.0069,0.0127,0.0055,0.0069,0.0069,0.0127,0.0127,0.0213,0.0127,0.0069,0.0127,0.0127,0.6439,0.0069,0.0127,0.0127,0.0055,0.0069,0.0069,0.0127,0.0127,0.0069
TCGA-50-6673-01A,-0.0866,-0.0819,-0.0819,-0.0844,-0.0866,-0.0948,-0.0819,-0.0866,-0.1003,-0.0866,-0.0948,-0.0819,-0.0819,-0.0866,-0.0866,-0.0819,-0.0819,-0.0819,-0.0866,-0.0844,-0.0819,-0.0866,-0.0866,-0.0819,-0.1287,-0.1003,-0.0819,-0.0866,-0.0844,-0.0948,-0.0819,-0.0866,-0.0819,-0.0844,-0.0819,-0.0866,-0.0866,-0.0819,-0.0819,-0.0866
TCGA-66-2757-11A,0.0,0.0,0.0,0.0,-0.0031,0.0,0.0,0.0,0.0,-0.0031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0031,-0.0311,0.0,-0.0031,0.0,0.0,0.0,0.0,0.0,-0.0031,-0.0311,0.0,0.0,-0.0031,0.0,0.0,0.0,0.0,-0.0031,0.0,0.0,-0.0031
TCGA-22-4607-11A,0.0038,0.0057,0.0057,0.572,0.0038,0.0088,0.0171,0.0038,0.0171,0.0038,0.0088,0.0027,0.0057,0.0038,0.0038,0.0088,0.0057,0.0057,0.0038,0.0201,0.0171,0.0038,0.0038,0.0057,0.0088,0.0171,0.0027,0.0038,0.0201,0.0088,0.0171,0.0038,0.0057,0.572,0.0171,0.0038,0.0038,0.0057,0.0088,0.0038
TCGA-67-3774-01A,0.0683,0.0556,0.0583,0.0556,0.0683,0.0556,0.0583,0.0683,0.0583,0.0683,0.0556,0.0556,0.0583,0.0683,0.0683,0.0556,0.0583,0.0556,0.0683,0.0556,0.0583,0.0683,0.0683,0.0583,0.0556,0.0583,0.0556,0.0683,0.0556,0.0556,0.0583,0.0683,0.0583,0.0556,0.0583,0.0683,0.0683,0.0583,0.0556,0.0683
TCGA-56-7579-01A,-0.1194,1.1449,1.0591,1.6335,-0.0596,1.2496,1.0721,-0.1194,1.0721,-0.0596,1.2496,1.3125,1.0591,-0.1194,-0.0596,1.18,1.0591,-0.3081,-0.0596,0.7966,1.0721,-0.0596,-0.1194,1.1485,1.18,1.0721,1.1962,-0.0596,1.2925,1.2496,1.0544,-0.0596,1.2402,1.6335,1.0721,-0.1194,-0.0596,1.1485,1.18,-0.0596
TCGA-85-A4JB-10A,-0.0045,-0.0026,-0.0055,0.0187,-0.0045,0.0187,0.0049,-0.0045,0.0049,-0.0045,0.0187,-0.0026,-0.0055,-0.0045,-0.0045,-0.0026,-0.0055,-0.0026,-0.0045,0.1123,0.0049,-0.0045,-0.0045,-0.0055,-0.0026,0.0049,-0.0026,-0.0045,0.1123,0.0187,0.0049,-0.0045,0.1434,0.0187,0.0049,-0.0045,-0.0045,0.1434,-0.0026,-0.0045
TCGA-05-4395-01A,0.0739,0.0768,0.0768,-0.516,0.0712,0.0937,0.0725,0.0739,0.1005,0.0712,0.0937,0.0768,0.0768,0.0739,0.8237,0.0768,0.0768,0.0768,0.0712,0.1131,0.0725,0.0712,0.0739,0.0768,0.0768,0.1005,0.0768,0.0712,0.1131,0.0937,0.1182,0.0712,0.0768,-0.516,0.0725,0.0739,0.0712,0.0768,0.0768,0.0712
TCGA-67-3774-10A,0.0231,0.0178,0.0178,0.0178,0.0231,0.0178,0.0178,0.0231,0.0178,0.0231,0.0178,0.0178,0.0178,0.0231,0.0231,0.0178,0.0178,0.0178,0.0231,-0.4112,0.0178,0.0231,0.0231,0.0178,0.0178,0.0178,0.0178,0.0231,0.0178,0.0178,0.0178,0.0231,0.0178,0.0178,0.0178,0.0231,0.0231,0.0178,0.0178,0.0231
TCGA-55-8507-01A,0.0327,-0.2692,0.5969,-0.6922,0.0327,-0.6922,0.8065,0.0327,0.0302,0.0327,-0.2605,-0.2692,-0.2692,0.0327,0.0327,-0.2692,0.4727,-0.2692,0.0327,-0.3922,0.8065,0.0327,0.0327,-0.2692,-0.2692,0.4826,-0.2692,0.0327,-0.6922,-0.6922,0.0457,0.0327,-0.2692,-0.6922,0.8065,0.0327,0.0327,-0.2692,-0.2692,0.0327
TCGA-85-8350-10A,0.0016,0.0094,0.0094,0.0213,0.0054,0.0057,0.0051,-1.1713,0.0095,0.0054,0.0057,0.0094,0.0094,0.0054,0.0054,0.0094,0.0094,0.0094,0.0054,0.0213,0.0051,0.0054,0.0054,0.0094,0.0094,0.0095,0.0094,0.0054,0.0213,0.0057,0.0051,0.0054,0.0094,0.0213,0.0051,0.0016,0.0054,0.0094,0.0094,0.0054
TCGA-66-2744-11A,0.0085,0.0085,0.0085,0.02,0.0085,0.02,0.0085,0.0085,0.0085,0.0085,0.02,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.02,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085,0.02,0.02,0.0085,0.0085,0.0085,0.02,0.0085,0.0085,0.0085,0.0085,0.0085,0.0085
TCGA-50-5931-01A,0.8587,0.862,0.862,0.8465,0.8587,0.4297,0.8679,0.8587,0.8679,0.8587,0.4297,0.862,0.862,0.8587,0.8587,0.862,0.862,0.862,0.8587,0.053,0.8679,0.8587,0.8587,0.862,0.3746,0.8679,0.862,0.8587,0.8465,0.4297,0.8679,0.8587,0.862,0.8465,0.8679,0.8587,0.8587,0.862,0.862,0.8587
TCGA-75-5126-01A,0.0679,-0.1483,0.0695,-0.1483,0.0679,-0.1483,0.0695,0.0679,0.0695,0.0679,-0.1483,-0.1483,0.0695,0.0679,0.0679,-0.1483,0.0695,-0.1483,0.0679,-0.1483,0.0695,0.0679,0.0679,0.0695,-0.1483,0.0695,-0.1483,0.0679,-0.1483,-0.1483,0.0695,0.0679,-0.1483,-0.1483,0.0695,0.0679,0.0679,0.0695,-0.1483,0.0679
TCGA-66-2766-01A,1.261,0.9675,1.031,0.8395,1.2632,0.8395,1.02,1.261,1.02,1.0057,0.8395,1.3572,1.031,0.6521,1.2632,0.9586,1.031,0.9675,1.0057,0.8427,1.02,1.2632,1.261,1.031,0.8072,1.02,1.0279,1.0057,0.9145,0.8395,1.1453,1.0057,1.031,1.2084,1.02,1.261,1.0057,1.031,0.9586,1.0057
TCGA-73-7499-10A,-0.0026,-0.0048,-0.0048,-0.5715,-0.0026,0.0055,-0.0048,-0.0026,-0.0048,-0.0026,0.0055,-0.0048,-0.0048,-0.0026,-0.0026,0.0028,-0.0048,-0.0048,-0.0026,0.087,-0.0048,-0.0026,-0.0026,-0.0048,0.0017,-0.0048,-0.0048,-0.0026,-0.0086,0.0055,-0.0048,-0.0026,-0.0048,-0.5715,-0.0048,-0.0026,-0.0026,-0.0048,0.0028,-0.0026
TCGA-34-5232-10A,0.019,0.0212,0.0212,-0.4211,0.019,0.0222,0.0212,0.019,0.0212,0.019,0.0222,0.0212,0.0212,0.019,0.019,0.0212,0.0212,0.0212,0.019,-0.0012,0.0212,0.019,0.019,0.0212,0.0212,0.0212,0.0212,0.019,-0.0012,0.0222,0.0212,0.019,0.0212,-0.4211,0.0212,0.019,0.019,0.0212,0.0212,0.019
TCGA-44-6777-10A,0.0185,0.017,0.017,0.0015,0.0185,0.0175,0.017,0.0185,0.017,0.0185,0.0175,0.017,0.017,0.0185,0.0185,0.0187,0.017,0.017,0.0185,-0.0019,0.017,0.0185,0.0185,0.017,0.0187,0.017,0.017,0.0185,-0.0019,0.0175,0.017,0.0185,0.017,0.0015,0.017,0.0185,0.0185,0.017,0.0187,0.0185
TCGA-63-A5MP-01A,0.0593,1.508,1.4054,1.7069,0.0776,1.6446,0.6523,0.0593,0.7859,0.0776,1.6446,1.5671,1.4054,0.0593,0.0776,1.5671,1.4054,1.508,0.0776,0.2903,0.9857,0.0776,0.0593,1.2601,1.4365,0.7859,1.5671,0.0776,0.2903,1.6446,0.9508,0.0776,1.2601,1.7069,0.6523,0.0593,0.0776,1.2601,1.5671,-0.159
TCGA-49-AAR4-11A,0.006,0.0087,0.0087,0.0019,0.0043,0.0019,0.0087,0.006,0.0087,0.0043,0.0019,0.0087,0.0087,0.006,0.006,0.0087,0.0087,0.0087,0.0043,0.0019,0.0087,0.0043,0.006,0.0087,0.0087,0.0087,0.0087,0.0043,0.0019,0.0019,0.0087,0.0043,0.0087,0.0019,0.0087,0.006,0.0043,0.0087,0.0087,0.0043
TCGA-NJ-A55A-10A,-0.0003,0.0028,0.0028,0.0011,-0.0003,0.0011,0.0028,-0.0003,0.0031,-0.0003,0.0011,0.0028,0.0028,-0.0003,-0.0003,0.0021,0.0028,0.0028,-0.0005,0.0165,0.0028,-0.0003,-0.0003,0.0028,0.0021,0.0031,0.0028,-0.0003,0.0165,0.0011,0.0028,-0.0003,0.0028,0.8128,0.0028,-0.0003,-0.0003,0.0028,0.0021,-0.0005
TCGA-66-2753-11A,0.0069,0.0069,0.0069,0.0455,0.0069,0.0455,0.0069,0.0069,0.0069,0.0069,0.0455,0.0069,0.0069,0.0069,0.0069,0.0069,0.0069,0.0069,0.0069,0.0455,0.0069,0.0069,0.0069,0.0069,0.0069,0.0069,0.0069,0.0069,0.0455,0.0455,0.0069,0.0069,0.0069,0.0455,0.0069,0.0069,0.0069,0.0069,0.0069,0.0069
TCGA-55-A494-10A,-0.0012,-0.0012,-0.0012,-0.5846,-0.0012,0.0037,-0.0012,-0.0012,-0.0012,-0.0012,0.0037,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,0.0017,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-1.4689,0.0037,-0.0012,-0.0012,-0.0012,-0.5846,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012,-0.0012
TCGA-97-7937-10A,0.0027,0.0063,0.0063,0.0122,0.0027,0.0122,0.0063,0.0027,0.0063,0.0027,0.0122,0.0063,0.0063,0.0027,0.0027,0.0063,0.0063,0.0063,0.0027,0.0335,0.0063,0.0027,0.0027,0.0063,0.0063,0.0063,0.0063,0.0027,0.0335,0.0122,0.0063,0.0027,0.0063,0.6543,0.0063,0.0027,0.0027,0.0063,0.0063,0.0027
TCGA-58-8390-10A,0.0043,0.0005,0.0005,0.0004,0.0043,0.0004,-0.0065,0.0043,-0.0065,0.0043,0.0004,0.0005,0.0005,0.0043,0.0043,0.0005,0.0005,0.0005,0.0043,0.2193,0.0113,0.0043,0.0043,0.0005,0.0005,-0.0065,0.0005,0.0043,0.0206,0.0004,0.0005,0.0043,0.0005,0.2114,-0.0065,0.0043,0.0043,0.0005,0.0005,0.0043
TCGA-86-8279-10A,0.0119,0.0104,0.0104,0.0089,0.007,0.0089,0.0126,0.0119,0.0126,0.007,0.0089,0.0104,0.0104,0.007,0.007,0.0104,0.0104,0.0104,0.007,0.0329,0.0126,0.007,0.7168,0.0104,0.0104,0.0126,0.0104,0.007,0.0406,0.0089,0.1058,0.007,0.0104,0.0089,0.0126,0.0119,0.007,0.0104,0.0104,0.007
TCGA-55-5899-10A,0.0107,0.0106,0.0106,0.0271,0.0074,0.0271,0.0141,0.0107,0.0141,0.0074,0.0271,0.0106,0.0106,-1.0311,0.0074,0.0036,0.0106,0.0106,0.0074,-0.4278,0.0141,0.0074,0.0107,0.0106,0.0036,0.0141,0.0106,0.0074,0.0271,0.0271,0.0141,0.0074,0.0106,0.0271,0.0141,0.0107,0.0074,0.0106,0.0036,0.0074
TCGA-44-2655-10A,0.0069,0.0162,0.0186,0.2684,0.0083,0.0214,0.0029,0.0069,0.0029,0.0083,0.0214,0.0162,0.0186,0.0083,0.0083,0.0162,0.0186,0.0162,0.0211,0.0765,0.0029,0.0083,0.0083,0.0186,0.0162,0.0029,0.0162,0.0083,0.0765,0.0214,0.0029,0.0211,0.1372,0.2684,0.0029,0.0069,0.0083,0.0186,0.0162,0.0211
TCGA-97-A4M0-10A,0.0027,0.0049,0.0049,0.6228,0.0027,0.0049,0.0049,0.0027,0.0049,0.0027,0.0049,0.0049,0.0049,0.0027,0.0027,0.0049,0.0049,0.0049,0.0027,0.0208,0.0049,0.0027,0.0027,0.0049,0.0049,0.0049,0.0049,0.0027,0.0208,0.0049,0.0049,0.0027,0.0049,0.0208,0.0049,0.0027,0.0027,0.0049,0.0049,0.0027
TCGA-78-7145-01A,0.4261,0.4173,0.4173,0.0126,0.4261,0.4401,0.4173,0.4261,0.4173,0.4174,0.4401,0.4198,0.4173,0.4261,0.4261,0.4198,0.4173,0.4173,0.4174,0.4289,0.4173,0.4261,0.4261,0.4173,0.4198,0.4173,0.4173,0.4174,0.4289,0.4401,0.4173,0.4174,0.4173,0.0126,0.4173,0.4261,0.3287,0.4173,0.4198,0.4174
TCGA-78-7163-01A,-0.1802,-0.1807,-0.1807,-0.169,-0.1802,-0.1825,-0.1795,-0.1802,-0.2007,-0.1802,-0.1825,-0.1807,-0.1807,-0.1802,-0.1802,-0.1807,-0.1807,-0.1807,-0.1967,-0.169,-0.19,-0.1802,-0.1802,-0.1807,-0.5986,-0.2007,-0.1807,-0.1802,-0.169,-0.1825,-1.3899,-0.1967,-0.1807,-0.169,-0.1795,-0.1802,-0.1802,-0.1807,-0.1807,-0.1967
TCGA-44-8120-01A,-0.0383,-2.0145,-0.0478,-0.0479,-0.0507,-0.0479,-0.0401,-0.0383,-0.0401,-0.0507,-0.0479,-0.0417,-0.0478,-0.0383,-0.0383,-0.0417,-0.0478,-0.0478,-0.0507,-0.0479,-0.0401,-0.0507,-0.0383,-0.0478,-0.0479,-0.0401,-0.0417,-0.0507,-0.0479,-0.0479,-0.0401,-0.0507,-0.0478,-0.0479,-0.0401,-0.0383,-0.0507,-0.0478,-0.0417,-0.0507
TCGA-43-A56V-01A,0.5925,0.6652,0.6157,0.6573,0.6121,0.6573,0.6157,0.6121,0.6157,0.6121,0.6573,0.6573,0.6652,0.6121,0.6121,0.6573,0.6157,0.6652,0.6121,0.6573,0.6157,0.6121,0.6121,0.6652,0.6573,0.6157,0.6573,0.6121,0.6573,0.6573,0.6157,0.6121,0.6652,0.6573,0.6157,0.5925,0.6121,0.6652,0.6573,0.6121
TCGA-86-6851-01A,0.214,0.2223,0.2223,0.2477,0.214,0.2409,0.2073,0.214,0.2073,0.2095,0.2409,0.2223,0.2223,0.214,0.214,0.2223,0.2223,0.2223,0.2095,0.2477,0.2073,0.214,0.214,0.2223,0.2223,0.2073,0.2223,0.2095,0.2477,0.2409,0.2223,0.2095,0.2223,0.2477,0.2073,0.214,0.2095,0.2223,0.2223,0.2095
TCGA-NJ-A4YI-01A,0.1492,-0.088,0.1441,0.1169,0.1463,0.1169,0.1441,0.1492,0.1441,0.1463,0.1169,-0.8965,0.1441,0.1436,0.1463,0.1542,0.1441,0.1441,0.1606,-0.4418,0.1441,0.1463,0.1436,0.1441,0.1413,0.1441,0.1303,0.1463,0.1169,0.1169,0.1441,0.1463,0.1441,0.1169,0.1441,0.1492,0.1463,0.1441,0.1542,0.1606
TCGA-55-6543-01A,-0.0604,-0.0589,-0.0589,-0.0589,-0.0604,-0.0589,-0.0589,-0.0604,-0.0589,-0.0604,-0.0589,-0.0589,-0.0589,-0.0604,-0.0604,-0.0589,-0.0589,-0.0589,-0.0604,-0.0589,-0.0589,-0.0604,-0.0604,-0.0589,-0.0589,-0.0589,-0.0589,-0.0604,-0.0589,-0.0589,-0.0589,-0.0604,-0.0589,-0.0589,-0.0589,-0.0604,-0.0604,-0.0589,-0.0589,-0.0604
TCGA-58-8392-10A,0.0067,0.0028,0.0028,0.0002,0.0067,0.0002,0.0028,0.0067,0.0028,0.0067,0.0002,-0.0038,0.0028,0.0067,0.0067,-0.0038,0.0028,0.0028,0.0067,0.0002,0.0028,0.0067,0.0067,0.0028,0.0208,0.0028,-0.0038,0.0067,0.0002,0.0002,0.0028,0.0067,0.0028,0.0002,0.0028,0.0067,0.0067,0.0028,-0.0038,0.0067
TCGA-05-5429-01A,0.3324,0.8267,0.3386,1.1731,0.3324,0.3434,0.4431,0.3324,0.4428,0.3324,0.3434,0.3333,0.3386,0.3324,0.3324,0.3727,0.3386,0.3162,0.3324,0.4202,0.4431,0.3324,0.3324,0.3386,0.3434,0.4428,0.3333,0.3324,0.3843,0.3434,0.2254,0.3324,0.5074,1.1731,0.4431,0.4192,0.3324,0.3386,0.3434,0.3324
TCGA-22-4604-11A,0.0113,0.0069,0.0069,0.0131,0.003,0.0131,0.0069,0.0113,0.0069,0.003,0.0131,-0.0055,0.0069,0.0113,0.5165,0.013,0.0069,0.0069,0.003,0.0131,0.0069,0.003,0.0113,0.0069,0.013,0.0069,-0.0055,0.003,0.0131,0.0131,0.0069,0.003,0.0069,0.0131,0.0069,0.0113,0.003,0.0069,0.013,0.003
TCGA-MP-A4SV-10A,0.0109,0.0075,0.0075,0.0203,0.0109,0.0203,0.017,0.0109,0.017,0.0109,0.0203,0.0075,0.0075,0.0109,0.0109,0.0075,0.0075,0.0075,0.0109,0.0203,0.017,0.0109,0.0109,0.0075,0.0075,0.017,0.0075,0.0109,0.0203,0.0203,0.017,0.0109,0.0075,0.0203,0.017,0.0109,0.0109,0.0075,0.0075,0.0109
TCGA-56-8309-01A,0.2419,0.2465,0.2465,0.5022,0.2419,0.2514,0.2413,0.2419,0.2413,0.2419,0.2514,0.2465,0.2465,0.2419,0.2419,0.2465,0.2465,0.2465,0.2419,0.2813,0.2413,0.2419,0.2419,0.2465,0.2465,0.2413,0.2465,0.2419,0.2813,0.2514,0.2465,0.2419,0.2465,0.9681,0.2413,0.2419,0.2419,0.2465,0.2465,0.2419
TCGA-90-A4EE-10B,0.011,0.0067,0.0067,0.0067,0.011,0.0067,0.0067,0.011,0.0067,0.011,0.0067,0.0067,0.0067,0.011,0.011,0.0067,0.0067,0.0067,0.011,0.0067,0.0067,0.011,0.011,0.0067,0.0067,0.0067,0.0067,0.011,0.0067,0.0067,0.0067,0.011,0.0067,0.0067,0.0067,0.011,0.011,0.0067,0.0067,0.011
TCGA-60-2709-01A,0.2498,0.4626,0.6065,0.2282,0.2498,0.4055,0.6525,0.2498,0.59,0.2498,0.4055,0.4546,0.6631,0.2498,0.2498,0.3743,0.6065,0.4626,0.2498,-0.1176,0.6525,0.2498,0.2498,0.6631,0.3743,0.6525,0.4764,0.2498,0.2282,0.4055,0.6525,0.2498,0.6631,0.2282,0.6525,0.2498,0.2498,0.6631,0.3743,0.2498
TCGA-44-7672-01A,-0.1944,-0.201,-0.201,-0.1975,-0.1944,-0.1975,1.1889,-0.1944,-0.2001,-0.1944,-0.1975,-0.201,-0.201,-0.1944,-0.1944,-0.201,-0.201,-0.201,-0.1944,-0.1789,0.501,-0.1944,-0.1944,-0.201,-0.201,-0.2001,-0.201,-0.1944,-0.1789,-0.1975,-0.2022,-0.1944,-0.201,0.2258,1.1863,-0.1944,-0.1944,-0.201,-0.201,-0.1944
TCGA-05-4395-10A,-0.0015,0.0131,0.0131,0.0147,0.0076,0.0147,0.012,-0.0015,0.012,0.0076,0.0147,0.0131,0.0131,-0.0015,-0.0015,0.0131,0.0131,0.0131,0.0076,0.0147,0.012,0.0076,-0.0015,0.0131,0.0131,0.012,0.0131,0.0076,0.0147,0.0147,0.1074,0.0076,0.0131,0.0147,0.012,-0.0015,0.0076,0.0131,0.0131,0.0076
TCGA-99-8028-10A,-0.0046,-0.0046,-0.0046,0.0169,-0.0046,0.0169,-0.0046,-0.0046,-0.0046,-0.0046,0.0169,-0.0046,-0.0046,-0.0046,-0.0046,-0.0046,-0.0046,-0.0046,-0.0046,0.0566,-0.0046,-0.0046,-0.0046,-0.0046,-0.0046,-0.0046,-0.0046,-0.0046,0.0566,0.0169,-0.0046,-0.0046,-0.0046,0.0169,-0.0046,-0.0046,-0.0046,-0.0046,-0.0046,-0.0046
TCGA-49-4487-01A,0.2158,0.1944,0.1931,0.688,0.2158,0.1951,0.1969,0.2158,0.1881,0.2158,0.1951,0.1944,0.1931,0.2158,0.2158,0.1944,0.1931,0.1944,0.2158,0.2044,0.1969,0.2158,0.2158,0.1931,0.1944,0.1881,0.1944,0.2158,0.2044,0.1951,0.1969,0.2158,0.1931,0.688,0.1969,0.2158,0.2158,0.1931,0.1944,0.2158
TCGA-44-A479-10A,0.0002,-0.0026,-0.0026,-0.4783,0.0002,-0.0031,-0.0026,0.0002,-0.0026,0.0002,-0.0031,-0.0026,-0.0026,0.0002,0.0002,-0.0026,-0.0026,-0.0026,0.0002,-0.0062,-0.0026,0.0002,0.0002,-0.0026,-0.0026,-0.0026,-0.0026,0.0002,-0.0062,-0.0031,-0.0026,0.0002,-0.0026,-0.4783,-0.0026,0.0002,0.0002,-0.0026,-0.0026,0.0002
TCGA-90-A59Q-10A,0.0021,0.0021,0.0021,-0.3497,0.0021,0.0021,0.0021,0.0021,0.0021,0.0021,0.0021,0.0021,0.0021,0.0021,0.0021,0.0021,0.0021,0.0021,0.0021,-0.009,0.0021,0.0021,0.0021,0.0021,0.0021,0.0021,0.0021,0.0021,0.0215,0.0021,0.0021,0.0021,0.0021,-0.3497,0.0021,0.0021,0.0021,0.0021,0.0021,0.0021
TCGA-66-2756-11A,0.0059,0.0045,0.0045,-0.4859,0.0059,0.0071,-0.0035,0.0059,0.0157,0.0059,0.0071,0.0045,0.0045,0.0059,0.0059,0.0045,0.0045,0.0045,0.0059,0.05,0.146,0.0059,0.0059,0.0045,0.0045,0.0157,0.0045,0.0059,0.05,0.0071,0.0045,0.0059,0.0045,-0.4859,-0.0035,0.0059,0.0059,0.0045,0.0045,0.0059
TCGA-73-4677-01A,-0.0448,-0.0475,-0.0475,0.3303,-0.0449,-0.043,-0.0339,-0.0448,-0.0339,-0.0449,-0.043,-0.0475,-0.0475,-0.0449,-0.0449,-0.0475,-0.0475,-0.0475,-0.0449,-0.0144,-0.0339,-0.0449,-0.0448,-0.0475,-0.0475,-0.0339,-0.0475,-0.0449,-0.0144,-0.043,-0.0339,-0.0449,-0.0475,0.3303,-0.0339,-0.0448,-0.0449,-0.0475,-0.0475,-0.0449
TCGA-52-7812-10A,0.0094,0.0064,0.0061,0.4454,0.0094,0.0003,0.0114,0.0094,0.0077,0.0094,0.0003,0.0064,0.0061,0.0094,0.0094,0.0064,0.0061,0.0064,0.0094,0.0416,0.0114,0.0094,0.0094,0.0061,0.0064,0.0077,0.0064,0.0094,0.0416,0.0003,0.0114,0.0094,0.0962,0.4454,0.0114,0.0094,0.0094,0.0061,0.0064,0.0094
TCGA-77-8143-01A,0.2629,0.2653,0.2653,0.707,0.2637,0.284,0.2653,0.2629,0.2653,0.2637,0.284,0.2653,0.2653,0.2629,0.2637,0.2653,0.2653,0.2653,0.2798,0.2949,0.2653,0.2637,0.2629,0.2653,0.2653,0.2653,0.2653,0.2798,0.2949,0.284,0.2653,0.2798,0.2653,0.707,0.2653,0.2629,0.2637,0.2653,0.2653,0.2798
TCGA-55-6975-11A,0.0063,-0.001,-0.001,-0.001,0.0063,-0.001,-0.001,0.0063,0.0047,0.0063,-0.001,-0.001,-0.001,0.0063,0.0063,-0.001,-0.001,-0.001,0.0063,-0.001,-0.001,0.0063,0.0063,-0.001,-0.001,0.0047,-0.001,0.0063,-0.001,-0.001,-0.001,0.0063,-0.001,-0.001,-0.001,0.0063,0.0063,-0.001,-0.001,0.0063
TCGA-56-A5DR-01A,0.4439,0.4577,0.4577,0.4946,0.4439,0.4946,0.4439,0.4439,0.4439,0.1279,0.4946,0.5449,0.4577,0.4439,0.4439,0.4339,0.4577,0.4577,0.1279,0.4946,0.4439,0.4439,0.4439,0.4577,0.4486,0.4439,0.5449,0.1279,0.4946,0.4946,0.4439,0.1279,0.4577,0.4946,0.4439,0.4439,0.1279,0.4577,0.4339,0.1279
TCGA-85-8287-10A,0.0081,0.0145,0.0145,-0.5811,0.0081,-0.0072,0.012,0.0081,0.012,0.0081,-0.0072,0.0136,0.0145,0.0081,0.0081,0.0136,0.0145,0.0145,0.011,0.0356,0.012,0.0081,0.0081,0.0145,0.0136,0.012,0.0136,0.0081,-1.4531,-0.0072,0.012,0.011,0.0145,-0.5811,0.012,0.0081,0.0081,0.0145,0.0136,0.011
TCGA-37-3789-01A,0.0454,0.9058,0.9058,0.9314,0.3742,0.9431,0.6813,0.4246,0.0443,0.4468,0.9431,0.9058,0.9058,0.3742,0.3742,0.9058,0.9058,0.9058,0.4341,0.9274,0.6813,0.3742,0.3742,0.9058,0.9058,0.0443,0.9058,0.4468,0.9274,0.9431,0.6813,0.4468,0.9058,0.9314,0.6813,0.0454,0.4468,0.9058,0.9058,0.4341
TCGA-43-A56U-10A,-0.0087,0.0045,0.0045,0.0549,-0.0087,0.0012,-0.0134,-0.0087,-0.0134,-0.0077,0.0012,0.0045,0.0045,-0.0087,-0.0087,0.0045,0.0045,0.0045,-0.0077,0.0549,-0.0134,-0.0087,-0.0087,0.0045,0.0045,-0.0134,0.0045,-0.0077,0.0549,0.0012,-0.0338,-0.0077,0.0045,0.0549,-0.0134,-0.0087,-0.0077,0.0045,0.0045,-0.0077
TCGA-51-4080-10A,0.0004,0.0062,0.0045,-0.4854,0.0004,-0.0154,-0.001,0.0004,-0.0068,0.0004,-0.0154,-0.0086,0.0045,0.0004,0.0004,-0.0086,0.0045,0.0045,0.0146,0.0054,-0.001,0.0004,0.0004,0.0045,-0.0086,-0.001,0.0062,0.0004,0.0054,-0.0154,-0.001,-0.0086,0.0045,-0.4854,-0.001,0.0004,0.0004,0.0045,-0.0086,-0.0057
TCGA-78-7149-01A,-0.0413,-0.0509,-0.0509,-0.0769,-0.0413,-0.0715,-0.0382,-0.0413,-0.0382,-0.0413,-0.0715,-0.0509,-0.0509,-0.0413,-0.0413,-0.0509,-0.0509,-0.0509,-0.0413,-0.0446,-0.0382,-0.0413,-0.0413,-0.0509,-0.0509,-0.0382,-0.0509,-0.0413,-0.0446,-0.0715,-0.0382,-0.0413,-0.0509,-0.6997,-0.0382,-0.0413,-0.0413,-0.0509,-0.0509,-0.0413
TCGA-85-A4JB-01A,0.1365,0.1787,0.1787,-0.1497,0.1365,0.1768,0.1907,0.1365,0.1365,0.1365,0.1768,-0.5789,0.1787,0.1365,0.1365,0.1915,0.1787,0.1787,0.1365,0.1953,0.1907,0.1365,0.1365,0.1787,0.2951,0.1999,0.1787,0.1365,0.1953,0.1768,0.1907,0.1365,0.1787,-0.1497,0.1907,0.1365,0.1365,0.1787,0.1915,0.1365
TCGA-86-8674-01A,-0.021,-0.018,-0.018,-0.0134,-0.021,-0.0372,-0.018,-0.021,-0.018,-0.021,-0.0372,-0.0108,-0.018,-0.021,-0.021,-0.0108,-0.018,-0.018,-0.021,-0.0134,-0.018,-0.021,-0.021,-0.018,-0.0108,-0.018,-0.0108,-0.021,-0.0134,-0.0372,-0.018,-0.021,-0.018,-0.0134,-0.018,-0.021,-0.021,-0.018,-0.0108,-0.021
